station,lat,long,gridReference,stationReference,northing,easting,river,Waterbody ID,Distance,River basin district,Management catchment,Operational catchment,water body,Water body type,Easting,Northing,Ngr
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03189470,51.995915,-2.376884,None,MD-03189470,233120,374220,None,GB40902G204900,2866.9656433239657,Severn,Severn England GW,Severn Vale - Secondary Combined,Severn Vale - Secondary Combined,GroundWaterBody,376966,233944,SO7696633944
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03253025,52.031556,-2.39278,None,MD-03253025,237090,373150,None,GB40902G204900,4945.621497850397,Severn,Severn England GW,Severn Vale - Secondary Combined,Severn Vale - Secondary Combined,GroundWaterBody,376966,233944,SO7696633944
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-12902520,52.031284,-2.302113,None,MD-12902520,237030,379370,None,GB40902G204900,3911.8553142978076,Severn,Severn England GW,Severn Vale - Secondary Combined,Severn Vale - Secondary Combined,GroundWaterBody,376966,233944,SO7696633944
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-02851740,52.044528,-2.436636,None,MD-02851740,238550,370150,None,GB109054039640,2322.038974694439,Severn,Severn Vale,Leadon,Leadon - source to conf Preston Bk,River,369726,240833,SO6972640833
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-02851900,52.050284,-2.436109,None,MD-02851900,239190,370190,None,GB109054039640,1707.2624285680276,Severn,Severn Vale,Leadon,Leadon - source to conf Preston Bk,River,369726,240833,SO6972640833
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-02852940,52.085674,-2.444918,None,MD-02852940,243130,369610,None,GB109054039640,2299.927172760042,Severn,Severn Vale,Leadon,Leadon - source to conf Preston Bk,River,369726,240833,SO6972640833
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03253170,52.03946,-2.39489,None,MD-03253170,237970,373010,None,GB109054039640,4356.767723898073,Severn,Severn Vale,Leadon,Leadon - source to conf Preston Bk,River,369726,240833,SO6972640833
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-02853680,52.116971,-2.46553,None,MD-02853680,246620,368220,None,GB109055036780,2586.012374293673,Severn,Wye MC,"Arrow, Lugg and Frome",Frome - conf Tedstone Bk to conf R Lugg,River,365682,246124,SO6568246124
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51151,52.132871,-2.49097,None,MD-51151,248400,366490,None,GB109055036780,2415.1687311655887,Severn,Wye MC,"Arrow, Lugg and Frome",Frome - conf Tedstone Bk to conf R Lugg,River,365682,246124,SO6568246124
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000021,52.106537,-2.503997,None,MD-H0000021,245477,365578,None,GB109055036780,655.3052723731131,Severn,Wye MC,"Arrow, Lugg and Frome",Frome - conf Tedstone Bk to conf R Lugg,River,365682,246124,SO6568246124
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03015680,51.932993,-2.39186,None,MD-03015680,226127,373154,None,GB109054032520,2866.6698449594783,Severn,Severn Vale,Leadon,Ell Bk - source to conf R Leadon,River,371114,224113,SO7111424113
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03016540,51.936229,-2.425692,None,MD-03016540,226500,370830,None,GB109054032520,2403.8354768993654,Severn,Severn Vale,Leadon,Ell Bk - source to conf R Leadon,River,371114,224113,SO7111424113
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03187100,51.949946,-2.325282,None,MD-03187100,227990,377740,None,GB109054039620,4359.6261307593795,Severn,Severn Vale,Leadon,Glynch Bk - source to conf R Leadon,River,377268,232324,SO7726832324
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03187180,51.952677,-2.312934,None,MD-03187180,228290,378590,None,GB109054039620,4245.095994203193,Severn,Severn Vale,Leadon,Glynch Bk - source to conf R Leadon,River,377268,232324,SO7726832324
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03696020,51.743621,-2.379704,None,MD-03696020,205060,373880,None,GB109054026570,2526.393872696813,Severn,Severn Vale,Frome and Cam,Wicksters Bk - source to conf R Cam,River,376401,204895,SO7640104895
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03696450,51.731892,-2.364112,None,MD-03696450,203750,374950,None,GB109054026570,1848.357649374168,Severn,Severn Vale,Frome and Cam,Wicksters Bk - source to conf R Cam,River,376401,204895,SO7640104895
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03709420,51.741453,-2.354051,None,MD-03709420,204810,375650,None,GB109054026570,755.794945735945,Severn,Severn Vale,Frome and Cam,Wicksters Bk - source to conf R Cam,River,376401,204895,SO7640104895
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03696650,51.717663,-2.353937,None,MD-03696650,202164,375645,None,GB109054026550,1863.5871323874287,Severn,Severn Vale,Frome and Cam,The Cam R source to conf Glos and Sharpness Canal,River,377019,200905,SO7701900905
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03696659,51.715741,-2.353271,None,MD-03696659,201950,375690,None,GB109054026550,1690.640706951066,Severn,Severn Vale,Frome and Cam,The Cam R source to conf Glos and Sharpness Canal,River,377019,200905,SO7701900905
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03696680,51.71681,-2.356608,None,MD-03696680,202070,375460,None,GB109054026550,1946.2029698877761,Severn,Severn Vale,Frome and Cam,The Cam R source to conf Glos and Sharpness Canal,River,377019,200905,SO7701900905
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-03780020,51.718455,-2.347502,None,MD-03780020,202250,376090,None,GB109054026550,1634.6455273238905,Severn,Severn Vale,Frome and Cam,The Cam R source to conf Glos and Sharpness Canal,River,377019,200905,SO7701900905
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04013250,51.821493,-2.178792,None,MD-04013250,213668,387773,None,GB109054032701,3614.2259198893476,Severn,Severn Vale,Gloucester Tributaries,Sud Bk - source to conf R Severn,River,385500,216478,SO8550016478
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04076260,51.869535,-2.223905,None,MD-04076260,219020,384680,None,GB109054032761,1115.9901433256478,Severn,Severn Vale,Gloucester Tributaries,Wotton Bk - source to conf Horsebere Bk,River,385333,218115,SO8533318115
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04132450,51.898203,-2.17914,None,MD-04132450,222200,387770,None,GB109054032801,799.442305610605,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Hatherley Bk - source to conf R Severn,River,388538,222422,SO8853822422
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04196080,51.893887,-2.179413,None,MD-04196080,221720,387750,None,GB109054032801,1055.342598401107,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Hatherley Bk - source to conf R Severn,River,388538,222422,SO8853822422
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04465340,51.90635,-2.137745,None,MD-04465340,223100,390620,None,GB109054032801,2189.6136645536353,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Hatherley Bk - source to conf R Severn,River,388538,222422,SO8853822422
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04465349,51.905905,-2.133819,None,MD-04465349,223050,390890,None,GB109054032801,2434.39684521649,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Hatherley Bk - source to conf R Severn,River,388538,222422,SO8853822422
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04196120,51.891017,-2.174316,None,MD-04196120,221400,388100,None,GB109054032780,598.2014710780976,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Norman's Bk - source to conf Hatherley Bk,River,388486,220943,SO8848620943
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04465220,51.931954,-2.153968,None,MD-04465220,225950,389510,None,GB109054039770,966.2473803328007,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Leigh Bk - source to conf R Chelt,River,388755,226553,SO8875526553
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04516500,51.953268,-2.14953,None,MD-04516500,228320,389820,None,GB109054039770,2063.132084962085,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Leigh Bk - source to conf R Chelt,River,388755,226553,SO8875526553
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04465640,51.912862,-2.099967,None,MD-04465640,223820,393220,None,GB109054039780,1133.634861849264,Severn,Avon Warwickshire,Avon - Midlands West,Swilgate - source to conf R Avon,River,393058,224942,SO9305824942
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04832580,51.921943,-2.099842,None,MD-04832580,224830,393230,None,GB109054039780,205.25106577068,Severn,Avon Warwickshire,Avon - Midlands West,Swilgate - source to conf R Avon,River,393058,224942,SO9305824942
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05217080,51.941261,-2.112541,None,MD-05217080,226980,392360,None,GB109054039780,2154.2163308265954,Severn,Avon Warwickshire,Avon - Midlands West,Swilgate - source to conf R Avon,River,393058,224942,SO9305824942
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05217140,51.940993,-2.110649,None,MD-05217140,226950,392490,None,GB109054039780,2086.788920806319,Severn,Avon Warwickshire,Avon - Midlands West,Swilgate - source to conf R Avon,River,393058,224942,SO9305824942
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05217505,51.931857,-2.079604,None,MD-05217505,225931,394623,None,GB109054039780,1851.3092664382145,Severn,Avon Warwickshire,Avon - Midlands West,Swilgate - source to conf R Avon,River,393058,224942,SO9305824942
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05217509,51.933016,-2.080086,None,MD-05217509,226060,394590,None,GB109054039780,1896.5621529493833,Severn,Avon Warwickshire,Avon - Midlands West,Swilgate - source to conf R Avon,River,393058,224942,SO9305824942
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04496180,51.923719,-2.190439,None,MD-04496180,225040,387000,None,GB109054032810,998.3366165777953,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Chelt - M5 to conf R Severn,River,387976,224830,SO8797624830
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04770790,52.056515,-2.119248,None,MD-04770790,239800,391920,None,GB109054039420,2934.2423212815943,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04772180,52.068365,-2.135764,None,MD-04772180,241120,390790,None,GB109054039420,1196.8199530422276,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05984700,52.062898,-2.119848,None,MD-05984700,240510,391880,None,GB109054039420,2402.868702197438,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06001080,52.071689,-2.138109,None,MD-06001080,241490,390630,None,GB109054039420,816.4912736827014,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06001640,52.09442,-2.149856,None,MD-06001640,244020,389830,None,GB109054039420,1983.4157405849132,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06001650,52.095141,-2.148691,None,MD-06001650,244100,389910,None,GB109054039420,2056.6813073492935,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06109060,52.083037,-2.119173,None,MD-06109060,242750,391930,None,GB109054039420,2023.0714273104645,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06109220,52.090686,-2.112333,None,MD-06109220,243600,392400,None,GB109054039420,2830.9888731678193,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06119900,52.093556,-2.119639,None,MD-06119900,243920,391900,None,GB109054039420,2644.582764823215,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-12618230,52.099296,-2.167975,None,MD-12618230,244565,388590,None,GB109054039420,2902.166949022747,Severn,Avon Warwickshire,Avon - Midlands West,Bourne Bk - source to conf R Avon,River,390033,242047,SO9003342047
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04775320,52.124892,-2.051071,None,MD-04775320,247400,396600,None,GB109054044403,184.61040057374882,Severn,Avon Warwickshire,Avon - Midlands West,"Avon conf Workman Br, Evesham to conf R Severn",River,396416,247385,SO9641647385
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07098280,52.119234,-2.036313,None,MD-07098280,246770,397610,None,GB109054044403,1343.0789254544945,Severn,Avon Warwickshire,Avon - Midlands West,"Avon conf Workman Br, Evesham to conf R Severn",River,396416,247385,SO9641647385
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04776040,52.108721,-2.000677,None,MD-04776040,245600,400050,None,GB109054039390,2587.6495125885963,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04776150,52.102426,-2.01513,None,MD-04776150,244900,399060,None,GB109054039390,1840.3939795598114,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04776159,52.101797,-2.016006,None,MD-04776159,244830,399000,None,GB109054039390,1784.5027318555722,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04778240,52.100171,-1.955421,None,MD-04778240,244650,403150,None,GB109054039390,4052.0772450682625,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04778249,52.100892,-1.958924,None,MD-04778249,244730,402910,None,GB109054039390,3864.811767732033,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04778460,52.086505,-1.95237,None,MD-04778460,243130,403360,None,GB109054039390,3951.173243480979,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07166220,52.100449,-2.007246,None,MD-07166220,244680,399600,None,GB109054039390,1598.452376519238,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07252100,52.108001,-1.993815,None,MD-07252100,245520,400520,None,GB109054039390,2669.204001195862,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07423020,52.085787,-1.956895,None,MD-07423020,243050,403050,None,GB109054039390,3641.2539049069346,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07423420,52.063224,-1.967127,None,MD-07423420,240540,402350,None,GB109054039390,3894.520509639152,Severn,Avon Warwickshire,Avon - Midlands West,Elmley Castle - source to conf R Avon,River,399409,243093,SO9940943093
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04776680,52.116809,-1.973514,None,MD-04776680,246500,401910,None,GB109054039460,3722.988047254517,Severn,Avon Warwickshire,Avon - Midlands West,Harvington Bk - source to conf R Avon,River,404746,248912,SP0474648912
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04779270,52.119579,-1.930135,None,MD-04779270,246810,404880,None,GB109054039460,2106.2668396952936,Severn,Avon Warwickshire,Avon - Midlands West,Harvington Bk - source to conf R Avon,River,404746,248912,SP0474648912
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06703180,52.162925,-1.956674,None,MD-06703180,251630,403060,None,GB109054039460,3198.455877450868,Severn,Avon Warwickshire,Avon - Midlands West,Harvington Bk - source to conf R Avon,River,404746,248912,SP0474648912
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07957150,52.134942,-1.914478,None,MD-07957150,248520,405950,None,GB109054039460,1266.2069341146414,Severn,Avon Warwickshire,Avon - Midlands West,Harvington Bk - source to conf R Avon,River,404746,248912,SP0474648912
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07957180,52.135215,-1.918861,None,MD-07957180,248550,405650,None,GB109054039460,973.7864242224781,Severn,Avon Warwickshire,Avon - Midlands West,Harvington Bk - source to conf R Avon,River,404746,248912,SP0474648912
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04833420,51.90947,-2.065507,None,MD-04833420,223440,395590,None,GB109054032820,1487.435712896527,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Chelt - source to M5,River,394922,222111,SO9492222111
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04833900,51.902827,-2.043841,None,MD-04833900,222700,397080,None,GB109054032820,2236.9365212271896,Severn,Severn Vale,"Chelt, Hatherley and Normans Brook",Chelt - source to M5,River,394922,222111,SO9492222111
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04851160,51.998549,-2.093895,None,MD-04851160,233350,393650,None,GB109054039810,3351.294824392506,Severn,Avon Warwickshire,Avon - Midlands West,Tirle Brook - source to the conf River Swilgate,River,390694,231771,SO9069431771
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05348060,51.998596,-2.137009,None,MD-05348060,233360,390690,None,GB109054039810,1589.0050346049882,Severn,Avon Warwickshire,Avon - Midlands West,Tirle Brook - source to the conf River Swilgate,River,390694,231771,SO9069431771
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05348780,52.011319,-2.089551,None,MD-05348780,234770,393950,None,GB109054039810,4426.684651067884,Severn,Avon Warwickshire,Avon - Midlands West,Tirle Brook - source to the conf River Swilgate,River,390694,231771,SO9069431771
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04851780,51.979955,-2.068813,None,MD-04851780,231280,395370,None,GB109054039851,4285.747542728106,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-04851840,51.974381,-2.068222,None,MD-04851840,230660,395410,None,GB109054039851,4711.385358893921,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05349580,52.01548,-2.044097,None,MD-05349580,235230,397070,None,GB109054039851,1692.3746630105286,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05350780,52.01962,-2.03288,None,MD-05350780,235690,397840,None,GB109054039851,1559.9205107953417,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05351620,52.034189,-2.000821,None,MD-05351620,237310,400040,None,GB109054039851,3441.2660460940824,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05491160,52.008114,-2.025151,None,MD-05491160,234410,398370,None,GB109054039851,175.41949720598336,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05542020,51.995619,-2.009996,None,MD-05542020,233020,399410,None,GB109054039851,1562.5722383301195,Severn,Avon Warwickshire,Avon - Midlands West,Carrant Bk - source to conf R Avon,River,398454,234256,SO9845434256
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-05763320,52.028074,-1.979541,None,MD-05763320,236630,401500,None,GB109054039631,2198.519956698142,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07423760,52.050008,-1.967866,None,MD-07423760,239070,402300,None,GB109054039631,3431.47344445502,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07424580,52.025636,-1.946896,None,MD-07424580,236360,403740,None,GB109054039631,509.2838108559902,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07425850,52.000644,-1.952023,None,MD-07425850,233580,403390,None,GB109054039631,2307.797651441738,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07464420,52.040555,-1.935652,None,MD-07464420,238020,404510,None,GB109054039631,2337.641974298032,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07475250,52.0212,-1.898956,None,MD-07475250,235870,407030,None,GB109054039631,3463.0174703573184,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07505500,52.003227,-1.910067,None,MD-07505500,233870,406270,None,GB109054039631,3369.025081533232,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07505502,52.003227,-1.910067,None,MD-07505502,233870,406270,None,GB109054039631,3369.025081533232,Severn,Avon Warwickshire,Avon - Midlands West,Isbourne - source to conf R Avon,River,403567,235881,SP0356735881
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06109340,52.101659,-2.107835,None,MD-06109340,244820,392710,None,GB109054039520,3345.971906636396,Severn,Avon Warwickshire,Avon - Midlands West,Stoulton Bk - source to conf Bow Bk,River,391352,247878,SO9135247878
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06109360,52.104533,-2.110762,None,MD-06109360,245140,392510,None,GB109054039520,2972.811463917616,Severn,Avon Warwickshire,Avon - Midlands West,Stoulton Bk - source to conf Bow Bk,River,391352,247878,SO9135247878
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06109369,52.104352,-2.112222,None,MD-06109369,245120,392410,None,GB109054039520,2953.968178569295,Severn,Avon Warwickshire,Avon - Midlands West,Stoulton Bk - source to conf Bow Bk,River,391352,247878,SO9135247878
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06127140,52.120619,-2.11752,None,MD-06127140,246930,392050,None,GB109054039520,1177.2459386211533,Severn,Avon Warwickshire,Avon - Midlands West,Stoulton Bk - source to conf Bow Bk,River,391352,247878,SO9135247878
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06127422,52.13957,-2.135104,None,MD-06127422,249040,390850,None,GB109054039520,1265.7993521881735,Severn,Avon Warwickshire,Avon - Midlands West,Stoulton Bk - source to conf Bow Bk,River,391352,247878,SO9135247878
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06110445,52.130992,-2.077374,None,MD-06110445,248080,394800,None,GB109054043712,387.6957570054127,Severn,Avon Warwickshire,Avon - Midlands West,Bow Bk - Shell to conf R Avon,River,394432,247958,SO9443247958
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06110900,52.144194,-2.095663,None,MD-06110900,249550,393550,None,GB109054043712,1819.9967032937175,Severn,Avon Warwickshire,Avon - Midlands West,Bow Bk - Shell to conf R Avon,River,394432,247958,SO9443247958
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06111310,52.154982,-2.096271,None,MD-06111310,250750,393510,None,GB109054043712,2940.2972638833644,Severn,Avon Warwickshire,Avon - Midlands West,Bow Bk - Shell to conf R Avon,River,394432,247958,SO9443247958
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06111920,52.188246,-2.097221,None,MD-06111920,254450,393450,None,GB109054043700,5006.01807827339,Severn,Avon Warwickshire,Avon - Midlands West,Piddle Bk - source to conf Whitsun Bk,River,398231,255934,SO9823155934
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06612350,52.198621,-2.029502,None,MD-06612350,255600,398080,None,GB109054043700,366.5474048469038,Severn,Avon Warwickshire,Avon - Midlands West,Piddle Bk - source to conf Whitsun Bk,River,398231,255934,SO9823155934
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06612620,52.201858,-2.026724,None,MD-06612620,255960,398270,None,GB109054043700,46.87216658103186,Severn,Avon Warwickshire,Avon - Midlands West,Piddle Bk - source to conf Whitsun Bk,River,398231,255934,SO9823155934
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06841600,52.184036,-2.076735,None,MD-06841600,253980,394850,None,GB109054043700,3905.03226619192,Severn,Avon Warwickshire,Avon - Midlands West,Piddle Bk - source to conf Whitsun Bk,River,398231,255934,SO9823155934
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06911010,52.200959,-2.02687,None,MD-06911010,255860,398260,None,GB109054043700,79.47955712005447,Severn,Avon Warwickshire,Avon - Midlands West,Piddle Bk - source to conf Whitsun Bk,River,398231,255934,SO9823155934
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-07013050,52.205185,-1.973315,None,MD-07013050,256330,401920,None,GB109054043700,3710.193660713683,Severn,Avon Warwickshire,Avon - Midlands West,Piddle Bk - source to conf Whitsun Bk,River,398231,255934,SO9823155934
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06112100,52.199754,-2.09666,None,MD-06112100,255730,393490,None,GB109054043770,4318.115445422922,Severn,Avon Warwickshire,Avon - Midlands West,Dean Bk - source to conf Bow Bk,River,393326,260045,SO9332660045
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06290170,52.264018,-2.115556,None,MD-06290170,262880,392210,None,GB109054043770,3046.7492512512413,Severn,Avon Warwickshire,Avon - Midlands West,Dean Bk - source to conf Bow Bk,River,393326,260045,SO9332660045
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-81573980,52.264648,-2.114971,None,MD-81573980,262950,392250,None,GB109054043770,3097.8703975473213,Severn,Avon Warwickshire,Avon - Midlands West,Dean Bk - source to conf Bow Bk,River,393326,260045,SO9332660045
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06112780,52.235193,-2.073016,None,MD-06112780,259670,395110,None,GB109054043711,337.2032028317643,Severn,Avon Warwickshire,Avon - Midlands West,Bow Bk - Lett's Mill to Shell,River,395245,259979,SO9524559979
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06274040,52.240408,-2.072439,None,MD-06274040,260250,395150,None,GB109054043711,287.1689398246266,Severn,Avon Warwickshire,Avon - Midlands West,Bow Bk - Lett's Mill to Shell,River,395245,259979,SO9524559979
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-06306180,52.242664,-2.055893,None,MD-06306180,260500,396280,None,GB109054043711,1158.7346546988229,Severn,Avon Warwickshire,Avon - Midlands West,Bow Bk - Lett's Mill to Shell,River,395245,259979,SO9524559979
